WORK ORDER;PN;Descrição;SN;Operator;Exchange Order Number;R.S. In;Week0;Month0;Year0;R.S. Out;SegVoo;Week 1;Month1;Year1;STATUS;TAIL;DATE OF REMOVAL;Reason for removal;Work done;QUANTITY BGA SOLDER;Item used on repair;TAT;REASON FOR DELAY;WO FINISHED?(Y/N);RETURN TO AZUL;MONTH;YEAR;MONTH.SEGVOO;YEAR.SEGVOO;DUAL
8909;LV10-080408-102;DSB;CBHB001911;AZUL;954963;03/03/2020;10;3;2020;13/03/2020;13/03/2020;11;3;2020;SEGVOO003 ISSUED AS 8909/20, TESTED - NO FAULT FOUND;PR-AXG;09/02/2020;SEAT SCREENS FROM 17 TO 21 (C AND D) INOPERATIVE;TESTED - NO FAULTS FOUND;0;-;16,00;INTERNAL PROCESS;Y;19/03/2020;3;2020;3;YEAR.SEGVOO;NÃO
8913;LV10-070702-102;DSCD;CBBB000345;AZUL;954963;03/03/2020;10;3;2020;18/03/2020;18/03/2020;12;3;2020;SEGVOO003 ISSUED AS 8913/20 REPLACED THE POWER SUPPLY AND 1 MTFE CIRCUIT CARD ASSEMBLY.;PR-AUE;15/02/2020;LIVE TV SATELLITE SYSTEM INOPERATIVE;"POWER SUPPLY REPLACED
MTFE REPLACED";1;"LV14-070801-101
S/N  INST: 2800045059          LV20-070801-101              
S/N INST: CCBA002838";30,00;INTERNAL PROCESS;Y;02/04/2020;4;2020;3;YEAR.SEGVOO;NÃO
9000;LV10-080408-102;DSB;CBHB002235;AZUL;967417;02/04/2020;14;4;2020;15/04/2020;15/04/2020;16;4;2020;SEGVOO003 ISSUED AS 9000/20, REPLACED U42 AND U68 FLASH MEMORIES;PR-AXD;24/02/2020;SEAT 28B WITH BLACK SCREEN;REPLACED U42 AND U68 FLASH MEMORIES;2;RC28F128J3F-75;14,00;INTERNAL PROCESS;Y;16/04/2020;4;2020;4;YEAR.SEGVOO;NÃO
9001;LV10-080408-102;DSB;CBHB001449;AZUL;967417;02/04/2020;14;4;2020;09/04/2020;09/04/2020;15;4;2020;SEGVOO003 ISSUED AS 9001/20, REPLACED U42 FLASH MEMORY.;PR-AYJ;23/02/2020;SEAT 29C INOP;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;14,00;INTERNAL PROCESS;Y;16/04/2020;4;2020;4;YEAR.SEGVOO;NÃO
9002;LV10-080408-102;DSB;CBHB002358;AZUL;967417;02/04/2020;14;4;2020;15/04/2020;15/04/2020;16;4;2020;SEGVOO003 ISSUED AS 9002/20, REPLACED U42 AND U68 FLASH MEMORIES;PR-AXA;19/02/2020;SEAT 27 A/B WITH BLACK SCREEN;REPLACED U42 AND U68 FLASH MEMORIES;2;RC28F128J3F-75;14,00;INTERNAL PROCESS;Y;16/04/2020;4;2020;4;YEAR.SEGVOO;NÃO
9003;LV10-080408-102;DSB;CBHB001475;AZUL;967417;02/04/2020;14;4;2020;13/04/2020;13/04/2020;16;4;2020;SEGVOO003 ISSUED AS 9003/20, REPLACED U42 FLASH MEMORY.;PR-AYV;05/03/2020;SEAT 4C INOP;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;14,00;INTERNAL PROCESS;Y;16/04/2020;4;2020;4;YEAR.SEGVOO;NÃO
9004;LV10-080408-102;DSB;CBHB002151;AZUL;967417;02/04/2020;14;4;2020;13/04/2020;13/04/2020;16;4;2020;SEGVOO003 ISSUED AS 9004/20, REPLACED U42 FLASH MEMORY.;PR-AXD;04/03/2020;SEAT 27C WITH BLACK SCRREN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;14,00;INTERNAL PROCESS;Y;16/04/2020;4;2020;4;YEAR.SEGVOO;NÃO
9006;LV10-080408-102;DSB;CBHB001399;AZUL;967417;02/04/2020;14;4;2020;17/04/2020;17/04/2020;16;4;2020;SEGVOO003 ISSUED AS 9006/20, REPLACED U42 AND U68 FLASH MEMORIES;PR-AYJ;23/02/2020;SEAT 22B INOP;REPLACED U42 AND U68 FLASH MEMORY;2;RC28F128J3F-75;27,00;INTERNAL PROCESS;Y;29/04/2020;4;2020;4;YEAR.SEGVOO;NÃO
9007;LV10-080408-102;DSB;CBHB002278;AZUL;967417;02/04/2020;14;4;2020;15/04/2020;15/04/2020;16;4;2020;SEGVOO003 ISSUED AS 9007/20, REPLACED U42 AND U68 FLASH MEMORIES;PR-AXE;20/02/2020;SEAT 13B WITH BLACK SCREEN;REPLACED U42 AND U68 FLASH MEMORIES;2;RC28F128J3F-75;14,00;INTERNAL PROCESS;Y;16/04/2020;4;2020;4;YEAR.SEGVOO;NÃO
9008;LV10-080408-102;DSB;CBHB000152;AZUL;967417;02/04/2020;14;4;2020;15/04/2020;15/04/2020;16;4;2020;SEGVOO003 ISSUED AS 9008/20, REPLACED U42 FLASH MEMORY.;PR-AYI;21/02/2020;SEAT 22C/D WITH BLACK SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;14,00;INTERNAL PROCESS;Y;16/04/2020;4;2020;4;YEAR.SEGVOO;NÃO
9009;LV10-080408-102;DSB;CBHB003271;AZUL;967417;02/04/2020;14;4;2020;08/04/2020;08/04/2020;15;4;2020;SEGVOO003 ISSUED AS 9009/20, TESTED - NO FAULT FOUND;PR-AXX;17/03/2020;SEAT 15D WITH COD 2 CARD SKY;TESTED - NO FAULTS FOUND;0;-;14,00;INTERNAL PROCESS;Y;16/04/2020;4;2020;4;YEAR.SEGVOO;NÃO
9010;LV10-080408-102;DSB;CBHB002374;AZUL;967417;02/04/2020;14;4;2020;17/04/2020;17/04/2020;16;4;2020;SEGVOO003 ISSUED AS 9010/20,  REPLACED U42 AND U68 FLASH MEMORIES;PR-AXA;19/02/2020;SEAT 21A/B WITH BLACK SCREEN;REPLACED U42 AND U68 FLASH MEMORY;2;RC28F128J3F-75;27,00;INTERNAL PROCESS;Y;29/04/2020;4;2020;4;YEAR.SEGVOO;NÃO
9011;LV10-080408-102;DSB;CBHB001072;AZUL;967417;02/04/2020;14;4;2020;15/04/2020;15/04/2020;16;4;2020;SEGVOO003 ISSUED AS 9011/20, REPLACED U42 FLASH MEMORY.;PR-AYG;26/02/2020;SEAT 18B AND 11C WITH BLACK SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;14,00;INTERNAL PROCESS;Y;16/04/2020;4;2020;4;YEAR.SEGVOO;NÃO
9012;LV10-080408-102;DSB;CBHB002385;AZUL;967417;02/04/2020;14;4;2020;17/04/2020;17/04/2020;16;4;2020;SEGVOO003 ISSUED AS 9012/20, REPLACED U42 FLASH MEMORY.;PR-AXH;25/02/2020;SEAT 10C WITH BLACK SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;27,00;INTERNAL PROCESS;Y;29/04/2020;4;2020;4;YEAR.SEGVOO;NÃO
9028;LV10-080408-102;DSB;CBHB000995;AZUL;970393;13/04/2020;16;4;2020;30/04/2020;30/04/2020;18;4;2020;SEGVOO003 ISSUED AS 9028/20, TESTED - NO FAULT FOUND;PR-AXA;26/03/2020;7D LIVETV NOT WORKING;TESTED - NO FAULTS FOUND;0;-;25,00;INTERNAL PROCESS;Y;08/05/2020;5;2020;4;YEAR.SEGVOO;NÃO
9029;LV10-080408-102;DSB;CBHB001532;AZUL;970393;13/04/2020;16;4;2020;30/04/2020;30/04/2020;18;4;2020;SEGVOO003 ISSUED AS 9029/20, REPLACED U42 AND U68 FLASH MEMORIES;PR-AXG;16/03/2020;LIVETV SEAT 17V BLACK SCREEN;REPLACED U42 AND U68 FLASH MEMORIES;2;RC28F128J3F-75;25,00;INTERNAL PROCESS;Y;08/05/2020;5;2020;4;YEAR.SEGVOO;NÃO
9030;LV10-080408-102;DSB;CBHB002390;AZUL ;970393;13/04/2020;16;4;2020;30/04/2020;30/04/2020;18;4;2020;SEGVOO003 ISSUED AS 9030/20, REPLACED U42 FLASH MEMORY;PR-AXE;21/03/2020;SEAT 24A LIVETV DONT WORK DARK SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;25,00;INTERNAL PROCESS;Y;08/05/2020;5;2020;4;YEAR.SEGVOO;NÃO
9031;LV10-080408-102;DSB;CBHB001409;AZUL ;970393;13/04/2020;16;4;2020;30/04/2020;30/04/2020;18;4;2020;SEGVOO003 ISSUED AS 9031/20, REPLACED U42 FLASH MEMORY;PR-AXB;20/03/2020;LIVETV SEAT 3D BLACK SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;25,00;INTERNAL PROCESS;Y;08/05/2020;5;2020;4;YEAR.SEGVOO;NÃO
9032;LV10-080408-102;DSB;CBHB004546;AZUL;970393;13/04/2020;16;4;2020;30/04/2020;30/04/2020;18;4;2020; SEGVOO003 ISSUED AS 9032/20, SMART CARD CLEANED;PR-AUM;13/03/2020;SEAT 15A NOT WORKING;SMART CARD CLEANED;0;-;25,00;INTERNAL PROCESS;Y;08/05/2020;5;2020;4;YEAR.SEGVOO;NÃO
9033;LV10-080408-102;DSB;CBHB002138;AZUL;970393;13/04/2020;16;4;2020;30/04/2020;30/04/2020;18;4;2020;SEGVOO003 ISSUED AS 9033/20, TESTED - NO FAULT FOUND;PR-AXD;01/04/2020;SEAT 14D WITHOUT LIVE TV CONTENT (COD 6);TESTED - NO FAULTS FOUND;0;-;25,00;INTERNAL PROCESS;Y;08/05/2020;5;2020;4;YEAR.SEGVOO;NÃO
9034;LV10-080408-102;DSB;CBHB001333;AZUL;970393;13/04/2020;16;4;2020;30/04/2020;30/04/2020;18;4;2020;SEGVOO003 ISSUED AS 9034/20, REPLACED U68 FLASH MEMORY;PR-AYN;16/03/2020;LIVETV SEAT 28D BLACK SCREEN;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;25,00;INTERNAL PROCESS;Y;08/05/2020;5;2020;4;YEAR.SEGVOO;NÃO
9035;LV10-080408-102;DSB;CBHB001171;AZUL ;970393;13/04/2020;16;4;2020;30/04/2020;30/04/2020;18;4;2020;SEGVOO003 ISSUED AS 9035/20, TESTED - NO FAULT FOUND;PR-AYX;23/03/2020;SEAT 4AB INOPERATIVE;TESTED - NO FAULTS FOUND;0;-;25,00;INTERNAL PROCESS;Y;08/05/2020;5;2020;4;YEAR.SEGVOO;NÃO
9036;LV10-080408-102;DSB;CBHB000222;AZUL;970393;13/04/2020;16;4;2020;16/01/2021;16/01/2021;3;1;2021;ISSUED SEGVOO003 AS 9036/21 - DONE THE REPLACEMENT OF U42 AND U68 FLASH MEMORIES, U1 AND U2 DECODERS AND U28 VOLTAGE REGULATOR, THE TEST IS SATISFACTORY.;PR-AZG;19/03/2020;WAS FOUND SEAT 17A WITH LIVE TV INOP BLACK SCREEN;REPLACED U42 AND U68,U2 AND U1 ;4;RC28F128J3F-75                                   BCM7312TKPB16G                  EN5335QI;163,00;INTERNAL PROCESS;Y;23/09/2020;9;2020;1;YEAR.SEGVOO;NÃO
9037;LV10-080408-102;DSB;CBHB002488;AZUL;970393;13/04/2020;16;4;2020;30/04/2020;30/04/2020;18;4;2020;SEGVOO003 ISSUED AS 9037/20, REPLACED U42 AND U68 FLASH MEMORIES;PR-AXF;01/04/2020;TV SEAT 3A BLACK SCREEN;REPLACED U42 AND U68 FLASH MEMORIES;2;RC28F128J3F-75;25,00;INTERNAL PROCESS;Y;08/05/2020;5;2020;4;YEAR.SEGVOO;NÃO
9038;LV10-080408-102;DSB;CBHB004289;AZUL;970393;13/04/2020;16;4;2020;30/04/2020;30/04/2020;18;4;2020;SEGVOO003 ISSUED AS 9038/20, TESTED - NO FAULT FOUND;PR-AUM;13/03/2020;IFE LIVETV CONTENT CHANNELS NOT WORKING IN POS 27B;TESTED - NO FAULTS FOUND;0;-;25,00;INTERNAL PROCESS;Y;08/05/2020;5;2020;4;YEAR.SEGVOO;NÃO
9039;LV10-080408-102;DSB;CBHB003034;AZUL ;970393;13/04/2020;16;4;2020;30/04/2020;30/04/2020;18;4;2020;SEGVOO003 ISSUED AS 9039/20, REPLACED U42 AND U68 FLASH MEMORIES;PR-AXP;21/03/2020;SEAT 20A WITH TV BLACK SCREEN;REPLACED U42 AND U68 FLASH MEMORIES;2;RC28F128J3F-75;25,00;INTERNAL PROCESS;Y;08/05/2020;5;2020;4;YEAR.SEGVOO;NÃO
9040;LV10-080408-102;DSB;CBHB003527;AZUL ;970393;13/04/2020;16;4;2020;30/04/2020;30/04/2020;18;4;2020;SEGVOO003 ISSUED AS 9040/20, TESTED - NO FAULT FOUND;PR-AXX;17/03/2020;LIVETV SEAT 12D WITH COD2 CARD SKY;TESTED - NO FAULTS FOUND;0;-;25,00;INTERNAL PROCESS;Y;08/05/2020;5;2020;4;YEAR.SEGVOO;NÃO
9169;LV10-080408-102;DSB;CBHB001734;AZUL;974007;08/05/2020;19;5;2020;15/09/2020;15/09/2020;38;9;2020;SEGVOO003 9169/20 ISSUED REPLACED THE FLASH MEMORIES U42 AND U68 AND U1 AND U2 PROCESSORS.;PR-AYW;17/04/2020;SEAT 30A WITHOUT VIDEO;REPLACED U1 AND U2 AND U42 AND U68 FLASH MEMORIES;4;RC28F128J3F-75            BCM7312TKPB16G;138,00;;Y;23/09/2020;9;2020;9;YEAR.SEGVOO;NÃO
9170;LV10-080408-102;DSB;CBHB001803;AZUL;974007;08/05/2020;19;5;2020;21/05/2020;21/05/2020;21;5;2020;SEGVOO003 ISSUED AS 9170/20, REPLACED U42 AND U68 FLASH MEMORIES;PR-AZE;08/05/2020;SEAT 2A BLACK SCREEN;REPLACED U42 AND U68 FLASH MEMORIES;2;RC28F128J3F-75;20,00;INTERNAL PROCESS;Y;28/05/2020;5;2020;5;YEAR.SEGVOO;NÃO
9171;LV10-080408-102;DSB;CBHB000990;AZUL;974007;08/05/2020;19;5;2020;21/05/2020;21/05/2020;21;5;2020;SEGVOO003 ISSUED AS 9171/20, REPLACED U42 FLASH MEMORY;PR-AUK;12/04/2020;SEAT 30C WITHOUT VIDEO;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;20,00;INTERNAL PROCESS;Y;28/05/2020;5;2020;5;YEAR.SEGVOO;NÃO
9172;LV10-080408-102;DSB;CBHB002363;AZUL;974007;08/05/2020;19;5;2020;21/05/2020;21/05/2020;21;5;2020;SEGVOO003 ISSUED AS 9172/20, REPLACED U42 FLASH MEMORY;PR-AXE;30/03/2020;SEAT 12A WITH BLACK SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;20,00;INTERNAL PROCESS;Y;28/05/2020;5;2020;5;YEAR.SEGVOO;NÃO
9173;LV10-080408-102;DSB;CBHB002413;AZUL;974007;08/05/2020;19;5;2020;14/09/2020;14/09/2020;38;9;2020;ISSUED SEGVOO003 AS 9173/20 - REPLACED THE BCM7312 DECODER POSITION U2  AND U68 TWICE.- TEST SATISFACTORY;PR-AXH;20/04/2020;SEAT 7D DOES NOT TURN ON;REPLACED U68 FLASH MEMORY;3;RC28F128J3F-75             BCM7312TKPB16G;138,00;;Y;23/09/2020;9;2020;9;YEAR.SEGVOO;NÃO
9174;LV10-080408-102;DSB;CBHB002339;AZUL;974007;08/05/2020;19;5;2020;21/04/2020;21/04/2020;17;4;2020;SEGVOO003 ISSUED AS 9174/20, TESTED - NO FAULT FOUND;PR-AXC;08/05/2020;SEAT 12A/B INOP;TESTED - NO FAULTS FOUND;0;;20,00;INTERNAL PROCESS;Y;28/05/2020;5;2020;4;YEAR.SEGVOO;NÃO
9175;LV10-080408-102;DSB;CBHB000750;AZUL;974007;08/05/2020;19;5;2020;21/05/2020;21/05/2020;21;5;2020;SEGVOO003 ISSUED AS 9175/20, TESTED - NO FAULT FOUND;PR-AXE;08/05/2020;SEAT 26B WITH BLACK SCREEN;TESTED - NO FAULTS FOUND;0;-;20,00;INTERNAL PROCESS;Y;28/05/2020;5;2020;5;YEAR.SEGVOO;NÃO
9178;LV10-080408-102;DSB;CBHB003433;AZUL;974007;08/05/2020;19;5;2020;26/05/2020;26/05/2020;22;5;2020;SEGVOO003 ISSUED AS 9178/20, TESTED - NO FAULT FOUND;PR-AYE;08/05/2020;SEAT 14D WITH BLACK SCREEN;TESTED - NO FAULTS FOUND;0;-;20,00;INTERNAL PROCESS;Y;28/05/2020;5;2020;5;YEAR.SEGVOO;NÃO
9179;LV10-080408-102;DSB;CBHB004401;AZUL;974007;08/05/2020;19;5;2020;21/05/2020;21/05/2020;21;5;2020;SEGVOO003 ISSUED AS 9179/20, TESTED - NO FAULT FOUND;PR-AUM;08/05/2020;SEAT 12A INOP;TESTED - NO FAULTS FOUND;0;-;20,00;INTERNAL PROCESS;Y;28/05/2020;5;2020;5;YEAR.SEGVOO;NÃO
9180;LV10-080408-102;DSB;CBHB001837;AZUL;974007;08/05/2020;19;5;2020;21/05/2020;21/05/2020;21;5;2020;SEGVOO003 ISSUED AS 9180/20, REPLACED U68 FLASH MEMORY;PR-AXB;04/04/2020;SEAT 19D WITH BLACK SCREEN;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;20,00;INTERNAL PROCESS;Y;28/05/2020;5;2020;5;YEAR.SEGVOO;NÃO
9181;LV10-080408-102;DSB;CBHB002431;AZUL;974007;08/05/2020;19;5;2020;25/08/2020;25/08/2020;35;8;2020;SEGVOO003 ISSUED AS 9181/20, REPLACED  U42, U68 AND U1;PR-AXE;30/03/2020;SEAT 23B WITH BLACK SCREEN;REPLACED U42 AND U68 FLASH MEMORIES. REPLACED U1 PROCESSOR;3;RC28F128J3F-75 BCM7312TKPB16G;111,00;;Y;27/08/2020;8;2020;8;YEAR.SEGVOO;NÃO
9182;LV10-080408-102;DSB;CBHB001993;AZUL;974007;08/05/2020;19;5;2020;23/09/2020;;39;9;2020;DAMAGED P1 CONNECTOR AND L6 COMPONENT;PR-AXB;08/05/2020;SEAT 17D DOES NOT WORK;;;;138,00;;Y;23/09/2020;9;2020;;YEAR.SEGVOO;NÃO
9183;LV10-080408-102;DSB;CBHB001164;AZUL;974007;08/05/2020;19;5;2020;25/08/2020;25/08/2020;35;8;2020;SEGVOO ISSUED AS 9183/20  REPLACED FLASH MEMORIES U42 AND U68 AND ALSO POSITION U2 DECODER;PR-AXH;08/05/2020;SEAT 25B DOES NOT TURN ON;REPLACED U42 AND U68 FLASH MEMORIES  REPLACED U2 PROCESSOR;3;RC28F128J3F-75 / BCM7312TKPB16G;111,00;;Y;27/08/2020;8;2020;8;YEAR.SEGVOO;NÃO
9244;LV10-080408-102;DSB;CBHB001794;AZUL;978470;03/06/2020;23;6;2020;17/06/2020;17/06/2020;25;6;2020;SEGVOO ISSUED AS 9244/20  REPLACED FLASH MEMORIES POSITIONS U42 AND U68.;PR-AXH;19/02/2020;SEAT 27B WITH BLACK SCREEN;REPLACED U42 AND U68 FLASH MEMORIES;2;RC28F128J3F-75;21,00;;Y;24/06/2020;6;2020;6;YEAR.SEGVOO;NÃO
9245;LV10-080408-102;DSB;CBHB002400;AZUL;978470;03/06/2020;23;6;2020;17/06/2020;17/06/2020;25;6;2020;SEGVOO ISSUED AS 9245/20  REPLACED FLASH MEMORY POSITION U42;PR-AXH;02/05/2020;SEAT 29C WITH BLACK SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;21,00;;Y;24/06/2020;6;2020;6;YEAR.SEGVOO;NÃO
9246;LV10-080408-102;DSB;CBHB001127;AZUL;978470;03/06/2020;23;6;2020;02/07/2020;02/07/2020;27;7;2020;ISSUED SEGVOO003 9246/20 - REPLACED FLASH MEMORY U68 AND PROCESSOR U2;PR-AYJ;17/10/2019;SEAT 9D DISPLAY BLACK;REPLACED U68 FLASH MEMORY AND PROCESSOR U2;2;RC28F128J3F-75   BCM7312TKPB16G;33,00;;Y;06/07/2020;7;2020;7;YEAR.SEGVOO;NÃO
9247;LV10-080408-102;DSB;CBHB004172;AZUL;978470;03/06/2020;23;6;2020;25/08/2020;25/08/2020;35;8;2020;ISSUED SEGVOO003 9247/20 REPLACED THE U2 AND FLASH U68.;PR-AUJ;07/05/2020;SEAT 27D WITH BLACK SCREEN;REPLACED U68 FLASH MEMORY AND PROCESSOR U2;2;RC28F128J3F-75;85,00;;Y;27/08/2020;8;2020;8;YEAR.SEGVOO;NÃO
9248;LV10-080408-102;DSB;CBHB002498;AZUL;978470;03/06/2020;23;6;2020;23/06/2020;23/06/2020;26;6;2020;SEGVOO003 ISSUED AS 9248/20 REPLACED U68 FLASH MEMORY;PR-AXF;26/08/2019;SEAT 5D DOES NOT WORK;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;23,00;;Y;26/06/2020;6;2020;6;YEAR.SEGVOO;NÃO
9249;LV10-080408-102;DSB;CBHB002208;AZUL;978470;03/06/2020;23;6;2020;16/06/2020;16/06/2020;25;6;2020;SEGVOO003 ISSUED AS 9249/20  REPLACED FLASH MEMORIES POSITIO U42 AND U68.;PR-AXD;04/03/2020;SEAT 22B WITH BLACK SCREEN;REPLACED U42 AND U68 FLASH MEMORIES;2;RC28F128J3F-75;21,00;;Y;24/06/2020;6;2020;6;YEAR.SEGVOO;NÃO
9250;LV10-080408-102;DSB;CBHB002240;AZUL;978470;03/06/2020;23;6;2020;30/06/2020;30/06/2020;27;6;2020;SEGVOO003 ISSUED AS 9250/20 REPLACED FLASH MEMORY U68 AND U2 DECODER;PR-AXA;07/03/2020;SEAT 20D WITH BLACK SCREEN;REPLACED U68 FLASH MEMORY AND U2 PROCESSOR;2;RC28F128J3F-75  BCM7312TKPB16G;29,00;;Y;02/07/2020;7;2020;6;YEAR.SEGVOO;NÃO
9251;LV10-080408-102;DSB;CBHB001305;AZUL;978470;03/06/2020;23;6;2020;26/06/2020;26/06/2020;26;6;2020;SEGVOO003 ISSUED AS 9251 /20 REPLACED FLASH MEMORY POSITION U42.;PR-AXF;01/04/2020;SEAT 7C WITH BLACK SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;29,00;;Y;02/07/2020;7;2020;6;YEAR.SEGVOO;NÃO
9252;LV10-080408-102;DSB;CBHB002391;AZUL;978470;03/06/2020;23;6;2020;02/07/2020;02/07/2020;27;7;2020;ISSUED SEGVOO003 9252/20 - REPLACED FLASH MEMORIES U42 AND U68 AND PROCESSOR U2;PR-AXA;31/12/2019;SEAT 23A INOPERATIVE ;REPLACED U42 AND U68 FLASH MEMORIES PROCESSOR U2;3;RC28F128J3F-75     BCM7312TKPB16G;33,00;;Y;06/07/2020;7;2020;7;YEAR.SEGVOO;NÃO
9253;LV10-080408-102;DSB;CBHB001383;AZUL;978470;03/06/2020;23;6;2020;19/06/2020;19/06/2020;25;6;2020;SEGVOO003 ISSUED AS 9253/20  REPLACED FLASH MEMORIES POSITIONS U42 AND U68 ;PR-AYN;10/04/2020;SEAT 7C WITHOUT VIDEO;REPLACED U42 AND U68 FLASH MEMORIES;2;RC28F128J3F-75;21,00;;Y;24/06/2020;6;2020;6;YEAR.SEGVOO;NÃO
9254;LV10-080408-102;DSB;CBHB001245;AZUL;978470;03/06/2020;23;6;2020;19/06/2020;19/06/2020;25;6;2020;SEGVOO003 ISSUED AS 9254/20 - REPLACED U68 FLASH MEMORY.;PR-AYN;14/04/2020;SEAT 7D WITHOUT LIVE CONTENT (INSERT A VALID SKY CARD);REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;21,00;;Y;24/06/2020;6;2020;6;YEAR.SEGVOO;NÃO
9256;LV10-080408-102;DSB;CBHB001549;AZUL;978470;03/06/2020;23;6;2020;18/06/2020;18/06/2020;25;6;2020;SEGVOO003 ISSUED AS 9256/20 - REPLACED U68 FLASH MEMORY. AND CONNECTOR POSITION J2;PR-AYX;06/05/2020;SEAT 16B WITH BLACK SCREEN;"REPLACED U68 FLASH MEMORY
REPLACED J2 CONNECTOR";1;RC28F128J3F-75                      F50P12G2-3537;21,00;;Y;24/06/2020;6;2020;6;YEAR.SEGVOO;NÃO
9257;LV10-080408-102;DSB;CBHB001962;AZUL;978470;03/06/2020;23;6;2020;17/06/2020;17/06/2020;25;6;2020;SEGVOO003 ISSUED AS 9257/20  REPLACED FLASH MEMORY POSITION U42 ;PR-AXH;02/05/2020;21C WITH BLACK SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;21,00;;Y;24/06/2020;6;2020;6;YEAR.SEGVOO;NÃO
9258;LV10-080408-102;DSB;CBHB002646;AZUL;978470;03/06/2020;23;6;2020;18/06/2020;18/06/2020;25;6;2020;SEGVOO003 ISSUED AS 9258/20  REPLACED FLASH MEMORIES POSITIONS U42 AND U68 ;PR-AXJ;09/03/2020;SEAT 25B SCREEN INOPERATIVE;REPLACED U42 AND U68 FLASH MEMORIES;1;RC28F128J3F-75;21,00;;Y;24/06/2020;6;2020;6;YEAR.SEGVOO;NÃO
9259;LV10-080408-102;DSB;CBHB004318;AZUL;978470;03/06/2020;23;6;2020;16/06/2020;16/06/2020;25;6;2020;SEGVOO003 ISSUED AS 9259/20 - REPLACED THE POWER SUPPLY;PR-AXG;03/05/2020;SEAT 18C INOPERATIVE;POWER SUPPLY REPLACEMENT;0;LV52-070601-103;21,00;;Y;24/06/2020;6;2020;6;YEAR.SEGVOO;NÃO
9260;LV10-080408-102;DSB;CBHB000582;AZUL;978470;03/06/2020;23;6;2020;24/06/2020;24/06/2020;26;6;2020;SEGVOO003 ISSUED AS 9260/20 - REPLACED U68 FLASH MEMORY;PR-AYA;18/07/2018;REDELIVERY - REMOVED SERVICEABLE;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;23,00;;Y;26/06/2020;6;2020;6;YEAR.SEGVOO;NÃO
9262;LV10-080408-102;DSB;CBHB002435;AZUL;979730;10/06/2020;24;6;2020;14/09/2020;14/09/2020;38;9;2020;ISSUED SEGVOO003 AS 9262/20 - REPLACED U2PROCESSOR, REPLACED  U42 AND U68 FOR SECOND TIME. WITH THE RIGHT CCA. - TESTED AND THE RESULT IS SATISFACTORY.;PR-AXE;20/05/2020;SEAT 4B NOT WORKING;REPLACED U68 FLASH MEMORY AND PROCESSOR U2;3;RC28F128J3F-75          BCM7312TKPB16G;29,00;;Y;09/07/2020;7;2020;9;YEAR.SEGVOO;NÃO
9263;LV10-080408-102;DSB;CBHB002429;AZUL;979730;10/06/2020;24;6;2020;20/01/2021;20/01/2021;4;1;2021;ISSUED SEGVOO003 AS 9263/21 - REPLACED THE FLASH MEMORIES POSITIONS U42 AND U68, REPLACED U2 DECODER, AND U70 UART. - TESTED AND THE TEST IS SATISFACTORY.;PR-AXE;20/05/2020;SEAT 29A NOT WORKING;REPLACED U42 AND U68 (2X) FLASH MEMORIES AND U2 BCM7312 PROCESSOR ALSO U70 UART.;4;RC28F128J3F-75          BCM7312TKPB16G          TL16C752BPT;29,00;;Y;09/07/2020;7;2020;1;YEAR.SEGVOO;NÃO
9264;LV10-080408-102;DSB;CBHB000753;AZUL;979730;10/06/2020;24;6;2020;24/06/2020;24/06/2020;26;6;2020;SEGVOO003 ISSUED AS 9264/20 - REPLACED  U42 AND U68 FLASH MEMORIES;PR-AXE;20/05/2020;SEAT 6D NOT WORKING;REPLACED U42 AND U68 FLASH MEMORIES;2;RC28F128J3F-75;16,00;;Y;26/06/2020;6;2020;6;YEAR.SEGVOO;NÃO
9265;LV10-080408-102;DSB;CBHB002316;AZUL;979730;10/06/2020;24;6;2020;10/07/2020;10/07/2020;28;7;2020;ISSUED SEGVOO003 9265/20 REPLACED THE FLASH MEMORIES U42 AND U68 AND U2 PROCESSOR;PR-AXE;20/05/2020;SEAT 3A NOT WORKING;REPLACED U42 AND U68 FLASH MEMORIES AND U2 BCM7312 PROCESSOR;3;RC28F128J3F-75  BCM7312TKPB16G;29,00;;Y;09/07/2020;7;2020;7;YEAR.SEGVOO;NÃO
