WORK ORDER;PN;Descrição;SN;Operator;Exchange Order Number;R.S. In;Week0;Month0;Year0;R.S. Out;SegVoo;Week 1;Month1;Year1;STATUS;TAIL;DATE OF REMOVAL;Reason for removal;Work done;QUANTITY BGA SOLDER;Item used on repair;TAT;REASON FOR DELAY;WO FINISHED?(Y/N);RETURN TO AZUL;MONTH;YEAR;MONTH.SEGVOO;YEAR.SEGVOO;DUAL
11112;LV10-080408-102;DSB;CBHB001709;AZUL;1352067;25/04/2022;18;4;2022;09/05/2022;02/05/2022;20;5;2022;ISSUED SEGVOO003 AS 11112/22 - SEAT A SCREEN AND FUSSE F1 FAILED, REPLACED THE F1 FUSE AND U42 FLASH MEMORY AND PERFOMED THE ATP TEST AND THE TEST IS SATISFACTORY.;PR-AYU;44663;SEAT 20B WITH BLACK SCREEN;REPLACED FLASH MEMORY POSITION U42 AND F1 FUSE;1;RC28F128J3F-75   NANOSMDC012F;9,00;;Y;04/05/2022;5;2022;5;2022;NÃO
11113;LV10-080408-102;DSB;CBHB001705;AZUL;1352067;25/04/2022;18;4;2022;09/05/2022;03/05/2022;20;5;2022;ISSUED SEGVOO003 AS 11113/22 - FOUND SEAT B INOPERATIVE, REPLACED U68 FLASH MEMORY DONE THE ATP TEST AND THE RESULT IS SATISFACTORY.;PR-AXL;44655;SEAT 29A WITH BLACK SCREEN;REPLACED FLASH MEMORY POSITION U68;1;RC28F128J3F-75;9,00;;Y;04/05/2022;5;2022;5;2022;NÃO
11114;LV10-080408-102;DSB;CBHB001483;AZUL;1352067;25/04/2022;18;4;2022;09/05/2022;02/05/2022;20;5;2022;ISSUED SEGVOO003 AS 11114/22 - NO FAILURES WERE PRESENTED THE TEST IS SATISFACTORY.;PR-AYV;43067;DURANTE INSTALAÇÃO DO COMPONENTE O MESMO ESTÁ CONFIGURADO PARA DIRECTV QUE NÃO É PRÓPRIO PARA FROTA;-;-;-;9,00;;Y;04/05/2022;5;2022;5;2022;NÃO
11118;LV10-140301-102;CSSC2;CBAB000424;AZUL;1358721;03/05/2022;19;5;2022;19/05/2022;12/05/2022;21;5;2022;ISSUED SEGVOO003 AS 11118/22 - REPLACED ARINC CARD, SINGLE BOARD COMPUTER, ETHERNET SWITCH HARNESS W12 - DONE THE ATP TEST AND THE TEST IS SATISFACTORY.;PR-AXD;44663;DURING LIVE TV TEST THE CSSC AT AFT CARGO CAN NOT CONNECT;REPLACED ARINC CARD SBC ASSEMBLE  ETHERNET SWITCH CCA AND W12 HARNESS.;0;PC104P-A429-24-LTV3.3A    9363047C                               LV20-140402-101                   LV15-140601-101;20,00;;Y;23/05/2022;5;2022;5;2022;NÃO
11119;LV10-070702-102;DSCD;CBBB000347;AZUL;1358721;03/05/2022;19;5;2022;19/05/2022;12/05/2022;21;5;2022;ISSUED SEGVOO003 AS 11119 - REPLACED CDP CCA DONE THE TEST AND THE RESULT IS SATISFACTORY.;PR-AUE;44674;SISTEMA IFE INOP;REPLACED CDP CCA;0;LV20-070802-101;20,00;;Y;23/05/2022;5;2022;5;2022;NÃO
11120;LV10-070702-102;DSCD;CBBB000344;AZUL;1358721;03/05/2022;19;5;2022;19/05/2022;12/05/2022;21;5;2022;ISSUED SEGVOO003 AS 11120/22 - REPLACED CDP CCA AND MTFE#1 CCA DONE THE ATP TEST AND THE RESULT IS SATISFACTORY.;PR-AYE;44664;LIVE CONTENT NOT AVALIABLE ON IFE EVEN AFTER RESET;REPLACED CDP CCA AND MTFE#1 CCA;0;LV20-070802-101                 LV20-070801-101;20,00;;Y;23/05/2022;5;2022;5;2022;NÃO
11121;LV10-070702-102;DSCD;CBBB000268;AZUL;1358721;03/05/2022;19;5;2022;19/05/2022;16/05/2022;21;5;2022;ISSUED SEGVOO003 AS 11121/22 - REPLACED ESAC CCA AND DONE THE ATP TEST THE RESULT IS SATISFACTORY. ;PR-AXA;44645;DSCD FAILURE;REPLACED ESAC CCA;0;LV20-070806-102;20,00;;Y;23/05/2022;5;2022;5;2022;NÃO
11122;LV10-080408-102;DSB;CBHB002258;AZUL;1358721;03/05/2022;19;5;2022;04/07/2022;17/06/2022;28;7;2022;ISSUED SEGVOO003 AS 11122/22 - DONE SECOND REPLACEMENT OF U68 FLASH MEMORY. THE TEST IS SATISFACTORY.;PR-AXC;44665;SEAT 19D BLACK SCREEN;REPLACED FLASH MEMORY POSITION U68;2;RC28F128J3F-75;20,00;;Y;23/05/2022;5;2022;6;2022;NÃO
11123;LV10-080408-102;DSB;CBHB002437;AZUL;1358721;03/05/2022;19;5;2022;19/05/2022;18/05/2022;21;5;2022;ISSUED SEGVOO003 AS 11123/22 - FOUND SEAT A INOPERATIVE, REPLACED U42  FLASH MEMORY DONE THE ATP TEST AND THE RESULT IS SATISFACTORY.;PR-AXH;44657;SEAT 10B WITH BLACK SCREEN.;REPLACED FLASH MEMORY POSITION U42;1;RC28F128J3F-75;20,00;;Y;23/05/2022;5;2022;5;2022;NÃO
11124;LV10-080408-102;DSB;CBHB000352;AZUL;1358721;03/05/2022;19;5;2022;19/05/2022;13/05/2022;21;5;2022;ISSUED SEGVOO003 AS 11124/22 - DONE THE TEST OVER THE NIGHT AND NOT FOUND FAILURES. THE UNIT WILL BE RELEASED AS NOT FAULTS FOUND.;PR-AUQ;44666;SEAT 13CD WITH SCREEN INOPERATIVE;-;-;-;20,00;;Y;23/05/2022;5;2022;5;2022;NÃO
11125;LV10-080408-102;DSB;CBHB004543;AZUL;1358721;03/05/2022;19;5;2022;;;;;;FOUND POWER SUPPLY CABLE DAMAGED IT IS NECESSARY REPLACE WHEN IT AVALIABLE ON STOCK;PR-AUQ;44666;SEAT 25DC WITH COD2 LIVE CHANNELS;;;;20,00;;N;23/05/2022;5;2022;;;NÃO
11126;LV10-080408-102;DSB;CBHB000923;AZUL;1358721;03/05/2022;19;5;2022;19/05/2022;18/05/2022;21;5;2022;ISSUED SEGVOO003 AS 11126/22 - FOUND SEAT B INOPERATIVE, REPLACED U68 FLASH MEMORY DONE THE ATP TEST AND THE RESULT IS SATISFACTORY.;PR-AXS;44652;SEAT 17A IS BLACK;REPLACED FLASH MEMORY POSITION U68;1;RC28F128J3F-75;20,00;;Y;23/05/2022;5;2022;5;2022;NÃO
11127;LV10-080408-102;DSB;CBHB004665;AZUL;1358721;03/05/2022;19;5;2022;19/05/2022;18/05/2022;21;5;2022;ISSUED SEGVOO003 AS 11127/22 - DONE THE TEST OVER THE NIGHT AND NOT FOUND FAILURES. THE UNIT WILL BE RELEASED AS NOT FAULTS FOUND.;PR-AXD;44673;SEAT 19A WITH BLACK SCREEN;-;-;-;20,00;;Y;23/05/2022;5;2022;5;2022;NÃO
11128;LV10-080408-102;DSB;CBHB000623;AZUL;1358721;03/05/2022;19;5;2022;19/05/2022;18/05/2022;21;5;2022;ISSUED SEGVOO003 AS 11128/22 - FOUND SEAT A INOPERATIVE, REPLACED U1 DECODER DONE THE ATP TEST AND THE RESULT IS SATISFACTORY.;PR-AZG;43586;SEAT 5C WITH BLACK SCREEN;REPLACED DECODER POSITION U1;1;BCM7312TKPB16G;20,00;;Y;23/05/2022;5;2022;5;2022;NÃO
11129;LV10-080408-102;DSB;CBHB002401;AZUL;1358721;03/05/2022;19;5;2022;19/05/2022;17/05/2022;21;5;2022;ISSUED SEGVOO003 AS 11129/22 - FOUND SEAT A INOPERATIVE, REPLACED U42 FLASH MEMORY DONE THE ATP TEST AND THE RESULT IS SATISFACTORY.;PR-AXB;44648;SEAT 6C WITH IFE INDIVIDUAL LIVE TV BLACK;REPLACED FLASH MEMORY POSITION U42;1;RC28F128J3F-75;20,00;;Y;23/05/2022;5;2022;5;2022;NÃO
11130;LV10-080408-102;DSB;CBHB001489;AZUL;1358721;03/05/2022;19;5;2022;19/05/2022;18/05/2022;21;5;2022;ISSUED SEGVOO003 AS 11130/22 - FOUND SEAT B INOPERATIVE, REPLACED U68 FLASH MEMORY DONE THE ATP TEST AND THE RESULT IS SATISFACTORY.;PR-AYE;44665;SEAT 10A BLACK SCREEN;REPLACED FLASH MEMORY POSITION U68;1;RC28F128J3F-75;20,00;;Y;23/05/2022;5;2022;5;2022;NÃO
11132;LV10-080408-102;DSB;CBHB002930;AZUL;1358721;03/05/2022;19;5;2022;19/05/2022;17/05/2022;21;5;2022;ISSUED SEGVOO003 AS 11132/22 - FOUND SEAT A INOPERATIVE, REPLACED U42 FLASH MEMORY DONE THE ATP TEST AND THE RESULT IS SATISFACTORY.;PR-AXL;44644;SEAT 17C BLACK SCREEN;REPLACED FLASH MEMORY POSITION U42;1;RC28F128J3F-75;20,00;;Y;23/05/2022;5;2022;5;2022;NÃO
11134;LV10-080408-102;DSB;CBHB001462;AZUL;1358721;03/05/2022;19;5;2022;19/05/2022;17/05/2022;21;5;2022;ISSUED SEGVOO003 AS 11134/22 - FOUND SEAT A INOPERATIVE, REPLACED U42 FLASH MEMORY DONE THE ATP TEST AND THE RESULT IS SATISFACTORY.;PR-AYE;44640;SEAT 27DC WITH BLACK SCREEN;REPLACED FLASH MEMORY POSITION U42;1;RC28F128J3F-75;20,00;;Y;23/05/2022;5;2022;5;2022;NÃO
11136;LV10-080408-102;DSB;CBHB001238;AZUL;1358721;03/05/2022;19;5;2022;30/05/2022;23/05/2022;23;5;2022;ISSUED SEGVOO003 AS 11136/22 - FOUND SEAT B INOPERATIVE- REPLACED U68 AND U2 DECODER THEN TESTED AND THE TEST IS SATISFACTORY.;PR-AXZ;44669;SEAT 26D AND 15 BLACK SCREEN;REPLACED U2 DECODER AND FLASH MEMORY POSITION U68;2;RC28F128J3F-75     BCM7312TKPB16G  ;20,00;;Y;23/05/2022;5;2022;5;2022;NÃO
11138;LV10-080408-102;DSB;CBHB000762;AZUL;1358721;03/05/2022;19;5;2022;30/05/2022;23/05/2022;23;5;2022;ISSUED SEGVOO003 AS 11136/22 - FOUND SEAT B INOPERATIVE- REPLACED U68 AND U2 DECODER THEN TESTED AND THE TEST IS SATISFACTORY.;PR-AYI;44644;SEAT 27D BLACK SCREEN;REPLACED U2 DECODER, FLASH MEMORY POSITION U68 AND FUSES F1 AND F2.;2;RC28F128J3F-75     BCM7312TKPB16G  NANOSMDC012F (2X);20,00;;Y;23/05/2022;5;2022;5;2022;NÃO
11139;LV10-080408-102;DSB;CBHB000713;AZUL;1370385;18/05/2022;21;5;2022;31/05/2022;31/05/2022;23;5;2022;ISSUED SEGVOO003 AS 11139/22 - REPLACED U68 AND U2 DECODER AND PERFORMED ATP TEST THE RESULT IS SATISFACTORY.;PR-AYK;44681;BLACK SCREEN 30D;REPLACED U2 DECODER AND FLASH MEMORY POSITION U68;2;RC28F128J3F-75     BCM7312TKPB16G  ;16,00;;Y;03/06/2022;6;2022;5;2022;NÃO
11140;LV10-080408-102;DSB;CBHB000226;AZUL;1370385;18/05/2022;21;5;2022;30/05/2022;24/05/2022;23;5;2022;ISSUED SEGVOO003 AS 11140/22 - NO FAILURES WERE FOUND DONE THE OVERNIGHT TEST AND NO FAILURES WERE FOUND, INSPECTED AND RELEASED THE EQUIPMENT TO RETURN TO SERVICE.;PR-AYH;44280;;;;;16,00;;Y;03/06/2022;6;2022;5;2022;NÃO
11141;LV10-080408-102;DSB;CBHB003478;AZUL;1370385;18/05/2022;21;5;2022;30/05/2022;30/05/2022;23;5;2022;ISSUED SEGVOO003 AS 11141/22 - FOUND SEAT A INOPERATIVE AND THEN SEAT B BLACK SCREEN WITH BOOT RUNING, REPLACED U74/U78 AND U42 FLASH MEMORY DONE THE TEST AND THE RESULT IS SATISFACTORY.;PR-AXX;44687;29B BLACK SCREEN;REPLACED U74 AND U78 VIDEO DRIVERS AND U42 FLASH MEMORY;1;RC28F128J3F-75      AD8131ARMZ (2X);16,00;;Y;03/06/2022;6;2022;5;2022;NÃO
11142;LV10-080408-102;DSB;CBHB002389;AZUL;1370385;18/05/2022;21;5;2022;30/05/2022;25/05/2022;23;5;2022;ISSUED SEGVOO003 AS 11142/22 - FOUND SEAT A INOPERATIVE, REPLACED U42 FLASH MEMORY DONE THE ATP TEST AND THE RESULT IS SATISFACTORY.;PR-AXE;44673;SEAT 8C ARE NOT WORKING;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;16,00;;Y;03/06/2022;6;2022;5;2022;NÃO
11143;LV10-080408-102;DSB;CBHB002090;AZUL;1370385;18/05/2022;21;5;2022;04/07/2022;24/06/2022;28;7;2022;ISSUED SEGVOO 003 AS 11143/22 - DONE THE REPLACEMENT OF U2 DECODER AND TESTED THE EQUIPMENT AND THE RESULT IS SATISFACTORY.;PR-AYU;44680;SEAT 28D WITH BLACK SCREEN;REPLACED U2 DECODER ;1;  BCM7312TKPB16G  ;16,00;;Y;03/06/2022;6;2022;6;2022;NÃO
11144;LV10-080408-102;DSB;CBHB002323;AZUL;1370385;18/05/2022;21;5;2022;30/05/2022;26/05/2022;23;5;2022;ISSUED SEGVOO003 AS 11144/22 - FOUND SEAT B INOPERATIVE, REPLACED U68 FLASH MEMORY DONE THE ATP TEST AND THE RESULT IS SATISFACTORY.;PR-AYZ;44689;SEAT 11D SCREEN BLACK;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;16,00;;Y;03/06/2022;6;2022;5;2022;NÃO
11145;LV10-080408-102;DSB;CBHB000374;AZUL;1370385;18/05/2022;21;5;2022;31/05/2022;31/05/2022;23;5;2022;ISSUED SEGVOO003 AS 11145/22 - REPLACED U18 ENET SWITCH DONE THE TEST AND THE RESULT IS SATISFACTORY.;PR-AXF;44688;DSB FAIL;U18 ENET SWITCH;1;VSC7395XYV-03;16,00;;Y;03/06/2022;6;2022;5;2022;NÃO
11190;LV10-080408-102;DSB;CBHB002460;AZUL;1389542;14/06/2022;25;6;2022;04/07/2022;27/06/2022;28;7;2022;ISSUED SEGVOO003 AS 111907/22 - FOUND SEAT B INOPERATIVE, REPLACED U68 FLASH MEMORY DONE THE ATP TEST AND THE RESULT IS SATISFACTORY.;PR-AXF;44659;FAIL/DAMAGED;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;22,00;;Y;06/07/2022;7;2022;6;2022;NÃO
11191;LV10-080408-102;DSB;CBHB002369;AZUL;1389542;14/06/2022;25;6;2022;04/07/2022;30/06/2022;28;7;2022;ISSUED SEGVOO003 AS 11191/22 - NO FAILURES WERE REPORTED. DONE THE TEST AND THE RESULT IS SATISFACTORY.;PR-AXF;44693;SEAT 19B INVALID CARD;;;;22,00;;Y;06/07/2022;7;2022;6;2022;NÃO
11192;LV10-080408-102;DSB;CBHB002282;AZUL;1389542;14/06/2022;25;6;2022;04/07/2022;27/06/2022;28;7;2022;ISSUED SEGVOO003 AS 11192/22 - DONE REPLACEMENT OF U1 DECODER DONE THE ATP TEST AND THE RESULT IS SATISFACTORY.;PR-AUH;44712;SEAT 17C NOT WORKING;REPLACED THE DECODER ON THE POSITION U1;1;BCM7312TKPB16G;22,00;;Y;06/07/2022;7;2022;6;2022;NÃO
11193;LV10-080408-102;DSB;CBHB003777;AZUL;1389542;14/06/2022;25;6;2022;04/07/2022;24/06/2022;28;7;2022;ISSUED SEGVOO003 AS 11193/22 - DONE REPLACEMENT OF U2 DECODER DONE THE ATP TEST AND THE RESULT IS SATISFACTORY.;PR-AXZ;44717;LIVE TV 15A WITH BLACK SCREEN;REPLACED THE DECODER ON THE POSITION U2;1;BCM7312TKPB16G;22,00;;Y;06/07/2022;7;2022;6;2022;NÃO
11194;LV10-080408-102;DSB;CBHB003393;AZUL;1389542;14/06/2022;25;6;2022;19/07/2022;07/07/2022;30;7;2022;ISSUED SEGVOO003 AS 11194/22 - NOT FOUND FAILURES. DONE THE ATP TEST AND NO MORE FAILURES WERE FOUND THE UNIT WILL;PR-AXW;43950;REDELIVERY;;;;22,00;;Y;06/07/2022;7;2022;7;2022;NÃO
11195;LV10-080408-102;DSB;CBHB002542;AZUL;1389542;14/06/2022;25;6;2022;19/07/2022;14/07/2022;30;7;2022;ISSUED SEGVOO003 AS 1195/22 - DONE THE REPLACEMENT O U68 FLASH MEMORY AND TESTED THE TEST IS SATISFACTORY;PR-AXC;44678;SEAT 12D INOPERATIVE BLACK;REPLACE U68 FLASH MEMORY;1;RC28F128J3F-75;22,00;;Y;06/07/2022;7;2022;7;2022;NÃO
11196;LV10-080408-102;DSB;CBHB004277;AZUL;1389542;14/06/2022;25;6;2022;04/07/2022;30/06/2022;28;7;2022;ISSUED SEGVOO003 AS 11196/22 - REPLACED FUSE AND POWER SUPPLY DONE THE TEST AND THE RESULT IS SATISFACTORY.;PR-AUM;44692;LIVE TV 8CD WITH BLACK SCREEN;REPLACED THE FUSE ON THE POSITION F5 AND THE POWER SUPPLY;0;0680-1000-01                                 LV52-070601-103;22,00;;Y;06/07/2022;7;2022;6;2022;NÃO
11197;LV10-080408-102;DSB;CBHB002255;AZUL;1389542;14/06/2022;25;6;2022;29/07/2022;20/07/2022;31;7;2022;ISSUED SEGVOO003 AS 11197/22, DONE THE CONTINOUS TEST AND NO FAILURES WERE FOUND. THE TEST IS SATISFACTORY.;PR-AXP;44706;SEAT 23AB WITH COMMUNICATION FAILURE;;;;22,00;;Y;06/07/2022;7;2022;7;2022;NÃO
11198;LV10-080408-102;DSB;CBHB000400;AZUL;1389542;14/06/2022;25;6;2022;;;;;;SEVERAL DAMAGE ON THE ASSEMBLE AND FOUND SEAL VIOLATED;PR-AXA;44714;DSB NOT WORK IN POSITION 6 A/B;;;;22,00;;N;06/07/2022;7;2022;;;NÃO
11199;LV10-080408-102;DSB;CBHB001898;AZUL;1389542;14/06/2022;25;6;2022;29/07/2022;28/07/2022;31;7;2022;ISSUED SEGVOO003 AS 11199/22 - DONE THE REPLACEMNT OF U2 DECODER DONE THE TEST AND THE RESULT IS SATISFACTORY ;PR-AXI;44707;SEAT 11D WITH BLACK SCREEN;REPLACED U2 DECODER;1;BCM7312TKPB16G;22,00;;Y;06/07/2022;7;2022;7;2022;NÃO
11200;LV10-080408-102;DSB;CBHB000468;AZUL;1389542;14/06/2022;25;6;2022;04/07/2022;30/06/2022;28;7;2022;ISSUED SEGVOO003 AS 11200/22 - NO FAILURES WERE REPORTED. DONE THE TEST AND THE RESULT IS SATISFACTORY.;PR-AYK;44710;DSB INOP;;;;22,00;;Y;06/07/2022;7;2022;6;2022;NÃO
11201;LV10-080408-102;DSB;CBHB001033;AZUL;1389542;14/06/2022;25;6;2022;19/07/2022;04/07/2022;30;7;2022;ISSUED SEGVOO003 AS 11201/22 -  DONE THE RECEIVER A REGISTRATION BY THE SKY AND PERFOMED THE TEST AND THE TEST IS SATISFACTORY.;PR-AXP;43103;SEATS 23A/B CÓD.4 SKY;;;;22,00;;Y;06/07/2022;7;2022;7;2022;NÃO
11202;LV10-080408-102;DSB;CBHB004273;AZUL;1389542;14/06/2022;25;6;2022;04/07/2022;28/06/2022;28;7;2022;ISSUED SEGVOO003 AS 11202/22 - DONE REPLACEMENT OF U1 DECODER DONE THE ATP TEST AND THE RESULT IS SATISFACTORY.;PR-AXL;44696;SEAT 19C WITH BLACK SCREEN;REPLACED THE DECODER ON THE POSITION U1;1;BCM7312TKPB16G;22,00;;Y;06/07/2022;7;2022;6;2022;NÃO
11203;LV10-080408-102;DSB;CBHB001122;AZUL;1389542;14/06/2022;25;6;2022;19/07/2022;15/07/2022;30;7;2022;ISSUED SEGVOO AS11203/22 - PERFORMED ATP TEST NO FAILURES WERE REPORTED EVEN TESTING THE EQUIPMENT THROUGH NIGHT, THE TEST IS SATISFACTORY.;PR-AXK;44708;SEAT 2A INOP;;;;22,00;;Y;06/07/2022;7;2022;7;2022;NÃO
11204;LV10-080408-102;DSB;CBHB002952;AZUL;1389542;14/06/2022;25;6;2022;19/07/2022;18/07/2022;30;7;2022;ISSUED SEGVOO AS 11204/22 - PERFORMED ATP TEST NO FAILURES WERE REPORTED EVEN TESTING THE EQUIPMENT THROUGH NIGHT, THE TEST IS SATISFACTORY.;PR-AXY;44711;INVALID CARD AT SEAT 2B;;;;22,00;;Y;06/07/2022;7;2022;7;2022;NÃO
11205;LV10-080408-102;DSB;CBHB004103;AZUL;1389542;14/06/2022;25;6;2022;19/07/2022;15/07/2022;30;7;2022;ISSUED SEGVOO003 AS 11205/22 - REPLACED POWER SUPPLY AND U42 FLASH MEMORY DONE THE ATP TEST AND THE RESULT IS SATISFACTORY.;PR-AUF;44709;SEAT 13C WITH BLACK SCREEN;REPLACED U42 FLASH MEMORY AND POWER SUPPLY.;1;RC28F128J3F-75                                 LV52-070601-103;22,00;;Y;06/07/2022;7;2022;7;2022;NÃO
11206;LV10-080408-102;DSB;CBHB002728;AZUL;1389542;14/06/2022;25;6;2022;19/07/2022;15/07/2022;30;7;2022;ISSUED SEGVOO003 AS 11206/22, DONE THE CONTINOUS TEST AND NO FAILURES WERE FOUND. THE TEST IS SATISFACTORY.;PR-AXK;44708;DSB 3RH INOP;;;;22,00;;Y;06/07/2022;7;2022;7;2022;NÃO
11207;LV10-080408-102;DSB;CBHB001649;AZUL;1389542;14/06/2022;25;6;2022;19/07/2022;04/07/2022;30;7;2022;iSSUED SEGVOO003 AS 11207/22, DONE THE CONTINOUS TEST AND NO FAILURES WERE FOUND. THE TEST IS SATISFACTORY.;PR-AYH;44280;REDELIVERY;;;;22,00;;Y;06/07/2022;7;2022;7;2022;NÃO
11208;LV10-080408-102;DSB;CBHB003899;AZUL;1389542;14/06/2022;25;6;2022;04/07/2022;23/06/2022;28;7;2022;ISSUED SEGVOO003 AS 11208/22 - REPLACED THE CONNECTOR J1 DONE THE TEST AND THE RESULT IS SATISFACTORY.;PR-AUH;44706;SEAT A/B INOP;REPLACED THE CONNECTOR ON THE POSITION J1;0;F50S12G2-3537;22,00;;Y;06/07/2022;7;2022;6;2022;NÃO
11209;LV10-080408-102;DSB;CBHB000748;AZUL;1389542;14/06/2022;25;6;2022;29/07/2022;21/07/2022;31;7;2022;iSSUED SEGVOO003 AS 11209/22, DONE THE CONTINOUS TEST AND NO FAILURES WERE FOUND. THE TEST IS SATISFACTORY.;PR-AUK;44714;DISPLAY IS FLICKING DUE DIGITAL VIDEO BROADCAST SEAT BOX;;;;22,00;;Y;06/07/2022;7;2022;7;2022;NÃO
11210;LV10-080408-102;DSB;CBHB001061;AZUL;1389542;14/06/2022;25;6;2022;19/07/2022;13/07/2022;30;7;2022;ISSUED SEGVOO003 AS 11210/22 - NOT FOUND FAILURES. IT IS NECESSARY THE TEST CONTINOUS.DONE THE TEST IS SATISFACTORY.;PR-AYH;44280;REDELIVERY;;;;22,00;;Y;06/07/2022;7;2022;7;2022;NÃO
11211;LV10-080408-102;DSB;CBHB001980;AZUL;1389542;14/06/2022;25;6;2022;19/07/2022;07/07/2022;30;7;2022;ISSUED SEGVOO003 AS 11211/22 - NOT FOUND FAILURES. DONE THE ATP TEST AND NO MORE FAILURES WERE FOUND THE UNIT WILL;PR-AYH;44280;REDELIVERY;;;;22,00;;Y;06/07/2022;7;2022;7;2022;NÃO
11212;LV10-080408-102;DSB;CBHB001771;AZUL;1389542;14/06/2022;25;6;2022;29/07/2022;18/07/2022;31;7;2022;ISSUED SEGVOO003 AS 11212/22 - DONE THE CONTINOUS TEST AND NO FAILURES WERE REPORTED THE UNIT WILL BE RELEASED AS NO FAULT FOUND.;PR-AYH;44280;REDELIVERY;;;;22,00;;Y;06/07/2022;7;2022;7;2022;NÃO
11213;LV10-080408-102;DSB;CBHB000219;AZUL;1389542;14/06/2022;25;6;2022;29/07/2022;19/07/2022;31;7;2022;ISSUED SEGVOO003 AS 11213/22, DONE THE CONTINOUS TEST AND NO FAILURES WERE FOUND. THE TEST IS SATISFACTORY.;PR-AYH;44280;REDELIVERY;;;;22,00;;Y;06/07/2022;7;2022;7;2022;NÃO
11214;LV10-080408-102;DSB;CBHB001585;AZUL;1389542;14/06/2022;25;6;2022;29/07/2022;29/07/2022;31;7;2022;ISSUED SEGVOO003 AS 11214/22 - NOT FOUND FAILURES. IT IS NECESSARY THE TEST CONTINOUS.AND NO FAILURES WERE FOUND THE UNIT WILL BE RELEASED AS NO FAULT FOUND.;PR-AXL;44696;SEAT 22D WITH BLACK SCREEN;;;;22,00;;Y;06/07/2022;7;2022;7;2022;NÃO
11215;LV10-080408-102;DSB;CBHB000192;AZUL;1389542;14/06/2022;25;6;2022;12/08/2022;11/08/2022;33;8;2022;ISSUED SEGVOO003 AS 11215/22 - NOT FOUND FAILURES. DONE CONTINOUS TEST ALL NIGHT LONG AND THEN  DONE THE ATP AND THIS TEST HAVE NOT REPORTED FAILURES THE TEST IS SATISFACTORY..;PR-AYH;44280;REDELIVERY;;;;22,00;;Y;06/07/2022;7;2022;8;2022;NÃO
11216;LV10-080408-102;DSB;CBHB003397;AZUL;1389542;14/06/2022;25;6;2022;04/07/2022;28/06/2022;28;7;2022;ISSUED SEGVOO003 AS 11216/22 - REPLACED THE U68 FLASH MEMORY. DONE THE ATP TEST THE TEST IS SATISFACTORY.;PR-AXY;44710;SEAT 25A BLACK SCREEN;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;22,00;;Y;06/07/2022;7;2022;6;2022;NÃO
11217;LV10-080408-102;DSB;CBHB003875;AZUL;1389542;14/06/2022;25;6;2022;04/07/2022;23/06/2022;28;7;2022;ISSUED SEGVOO003 AS 11217/22 - FOUND SEAT B INOPERATIVE, REPLACED U68 FLASH MEMORY DONE THE ATP TEST AND THE RESULT IS SATISFACTORY.;PR-AUH;44706;20D BLACK SCREEN;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;22,00;;Y;06/07/2022;7;2022;6;2022;NÃO
11218;LV10-080408-102;DSB;CBHB000732;AZUL;1389542;14/06/2022;25;6;2022;19/07/2022;16/07/2022;30;7;2022;ISSUED SEGVOO003 AS 11218/22 - NOT FOUND FAILURES. ALSO DONE THE CONTINOUS TEST  AND NO FAILURES WERE PRESENTED. TEST IS SATISFACTORY.;PR-AYH;44280;REDELIVERY;;;;22,00;;Y;06/07/2022;7;2022;7;2022;NÃO
11219;LV10-070702-102;DSCD;CBBB000310;AZUL;1389542;27/06/2022;27;6;2022;19/07/2022;07/07/2022;30;7;2022;ISSUED SEGVOO003 AS 11219/22 - NO FAILURES WERE FOUND ON THE ATP THE UNIT WAS INSPECTED AND TESTED THE TEST IS SATISFACTORY.;;;;;;;9,00;;Y;06/07/2022;7;2022;7;2022;NÃO
11252;LV10-080408-102;DSB;CBHB001879;AZUL;1415381;18/07/2022;30;7;2022;05/08/2022;03/08/2022;32;8;2022;ISSUED SEGVOO003 AS 11252/22 - DONE REPLACEMENT OF U68 FLASH MEMORY AND DONE THE TEST THE RESULT IS SATISFACTORY.;PR-AYU;44737;SEAT 4D WITH BLAK SCREEN;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;24,00;;Y;11/08/2022;8;2022;8;2022;NÃO
11253;LV10-080408-102;DSB;CBHB001981;AZUL;1415381;18/07/2022;30;7;2022;29/07/2022;25/07/2022;31;7;2022;ISSUED SEGVOO003 AS 11253/22 - DONE THE REPLACEMNT OF U2 DECODER DONE THE TEST AND THE RESULT IS SATISFACTORY ;PR-AYI;44730;SEAT 18A WITH BLACK SCREEN;REPLACED U2 DECODER;1;BCM7312TKPB16G;24,00;;Y;11/08/2022;8;2022;7;2022;NÃO
11254;LV10-080408-102;DSB;CBHB004423;AZUL;1415381;18/07/2022;30;7;2022;12/08/2022;11/08/2022;33;8;2022;ISSUED SEGVOO003 AS 11254/22 - NO FAULT FOUND, DONE TEST OVER THE NIGHT AND THIS TEST HAVE NOT REPORTED FAILURES. THE EQUIPMENT WAS RELEASED AS NO FAULT FOUND.;PR-AUN;44736;DSB FAIL;;;;24,00;;Y;11/08/2022;8;2022;8;2022;NÃO
